IPAddress,Describe,Time,Forgiveness,Morality,Tone,valenceThen_1,intensityThen_1,Valence Now,Intensity Now,revenge_1,revenge_1,revenge_1,revenge_1,revenge_1,Revenge,avoidance_1,avoidance_1,avoidance_1,avoidance_1,avoidance_1,avoidance_1,avoidance_2,Avoidance,benevolence_1,benevolence_1,benevolence_1,benevolence_1,benevolence_1,benevolence_1,Benevolence,age,gender
68.60.0.246,"My boyfriend of around two years at the time was caught by me flirting with my friends on social media under a fake profile. I discovered only due to his phone number connecting him to the profile, and I was very upset because he would not admit to it even after the confrontation. I felt very hurt that not only was he harassing my friends, he was also lying to me and doing what I would consider to be cheating. I was 18 and had only known being his girlfriend since I was 16, so I ended up forgiving him -- of course, I still held resentment for months afterwards, and did not truly end up forgiving him and not feeling the hurt anymore until around a year and a half later. ","May, 2021",Yes,6,1,1,7,2,4,2,1,2,3,1,1.8,1,1,5,1,1,4,3,2.285714286,7,6,7,7,7,6,6.666666667,20,Female
173.77.74.29,My fiance who I was living with started an affair with someone at work.   I discovered this and it really negatively affected me.   She was fairly brazen about it and we ended up breaking up over it.   She wanted to get back together but I said I do forgive you but no chance,43221,Yes,5,2,1,7,2,4,2,4,3,2,2,2.6,5,5,6,4,3,4,5,4.571428571,4,3,4,3,5,5,4,47,Male
76.216.235.14,"My former roommates were a couple that consistently wanted to engage in a three way relationship with me. I had no desire to commit to their wants and after months of back and forth, we had a falling out that hindered out relationship. They later outed my sexuality on their social media page to many people we both know, mutually. I haven't told anyone but these former roommates about my sexuality, so it was a gut-wrenching experience. As days and months went by we rekindled our relationship, and although we are not friends or roommates anymore, we can talk from time to time. ","April, 2020",Yes,6,2,1,7,3,4,1,2,3,1,1,1.6,5,4,7,5,5,5,5,5.142857143,5,4,3,2,7,3,4,28,Male
72.217.78.71,"I had a physical fight with my roommate while we were both intoxicated. The next morning, my roommate apologized to me. Initially, I was hesitant to forgive him. In time, I was able to.","November, 2016",Yes,4,2,2,6,4,4,1,1,2,1,1,1.2,2,3,3,5,3,5,3,3.428571429,5,4,5,4,6,4,4.666666667,27,Male
172.59.230.230,"My boyfriend of 12 years blew out some disks in his back several years ago, and even though it took a couple of years, he developed a serious opioid addiction. There were many incidents where he verbally and/or emotionally hurt me as he snuck around and lied about his drug use, which by then, had escalated to street drugs. I don't even like to talk about this because it was so traumatic. He'd recently had 10 inches of his colon removed in an emergency operation and had a colostomy bag. He was wildly hallucinating one night, completely out of his mind, and was trying to pull out his intestines, and I barely stopped him from killing himself in the most gruesome way imaginable. I kicked him out the next day but continued to encourage him to get help since this situation was way beyond my abilities. He died alone from an overdose 6 weeks later, and it took a while, but I've finally forgiven him for dying and realized that he was instrumental in shaping who I am today. I'd do it over again to get where I am now. ","June, 2013",Yes,5,2,1,7,2,3,1,1,3,1,1,1.4,2,4,6,4,5,4,4,4.142857143,7,4,4,4,7,5,5.166666667,62,Female
209.159.217.88,had a friend who broke my trust. i told them something in confidence and they shared it with others. was quite upset. they had no good reason to tell anyone else. ,45108,Yes,6,2,1,6,3,4,1,1,1,1,1,1,2,1,4,2,2,2,3,2.285714286,6,5,5,5,6,5,5.333333333,49,Male
24.16.233.251,"I had gone through a really rough breakup with a girlfriend, and was having a tough time dealing with it. I had confided in a friend during this time, seeking advice and just a general shoulder to cry on. I later found out that, during this time of my going to them and complaining/seeking advice, they had actually been sleeping with them. It was heartbreaking but I learned later on, to forgive them. We were young and I can't fault them for the actions my ex took, nor for the actions my friend took.",45839,Yes,5,2,1,6,4,3,1,1,1,1,1,1,6,5,2,6,6,7,5,5.285714286,7,7,5,6,5,6,6,29,Male
67.175.58.94,"When I was 15 I went to a sleepover with a bunch of other girls.  One of the girls in the group was basically regina from mean girls.  They were taking turns doing each others hair, and offered to do mine.  After they were done, I saw that they had put nail polish in my hair and other sticky things.  It took me a very long time to get this stuff out and to this day I still occasionally think about it.  Later that year my friend confronted that girl and told her if she messed with me again, they would have her to deal with.",39264,Yes,3,3,2,2,2,3,2,2,2,3,2,2.2,3,2,2,3,6,6,3,3.571428571,3,3,3,3,3,5,3.333333333,31,Female
99.107.252.153,"Last year on fall, my wife left me to go back to her hometown for almost 4 months. I remembered I did not do anything wrong before that. My ex-wife moved out of the house out of sudden without giving me any reasonable explanation. It was the most painful event that I have ever experienced. After 4 months, she came back home, explaining to me that she missed her parents and wanted to spend time with them. Moreover, she would need to spend time to think about the relationship. I ended up forgiving her because I think she may not be ready for a marriage life at that time yet.",44805,Yes,6,1,1,2,3,5,6,2,5,3,3,3.8,5,2,5,3,2,3,3,3.285714286,6,6,5,6,3,6,5.333333333,32,Male
24.143.24.39,"I was emotionally harmed by a person I thought was my best friend.  He stopped calling and texting.  We used to hang out nearly every day either with or without our wives.  When I stopped by his house to see what's up, he didn't want to speak and we haven't spoken since.  I wrote him a letter wondering if there was something I did, but I haven't received a response.","September, 2021",Yes,5,1,1,7,1,5,1,1,1,1,1,1,1,1,5,1,7,7,1,3.285714286,7,1,1,1,6,1,2.833333333,58,Male
96.19.3.216,"Someone that I wanted to be in a relationship with had led me to believe that they might also be in a relationship with me. I really wanted this, but in the end, they ended up choosing someone else and they weren't very nice to me about it. I was very upset for a long time. But eventually I realized that we wouldn't have been a good fit and it was probably better that we hadn't ended up together, so I forgave them for the way they handled it.","September, 2015",Yes,5,4,2,6,4,3,1,1,4,1,1,1.6,2,3,2,2,2,5,3,2.714285714,6,5,5,5,4,5,5,34,Female
72.187.35.155,"I was caring for my elderly father (99-102) in my home and one day was going through his stuff and found a check book.  I looked in the checkbook and found that he had given each of the children 1,000 and only gave me 100.  I was very hurt by this since I was the one that took him and cared for him not putting him in a home.",41974,Yes,6,3,3,3,4,5,1,1,1,1,1,1,2,1,3,1,1,1,1,1.428571429,6,5,6,6,6,6,5.833333333,74,Female
207.255.199.117,"A few years ago, a close friend betrayed my trust by spreading hurtful rumors about me, causing emotional distress. The incident took place during a social gathering, and I felt a profound sense of betrayal and sadness. Over time, I chose to confront the person, expressing my feelings and seeking understanding. Despite the initial pain, I eventually forgave them, recognizing the complexity of human relationships and the possibility of personal growth and change. This experience taught me the value of forgiveness for my own peace of mind.","july, 2021",Yes,5,3,2,4,3,3,3,4,3,2,3,3,4,3,2,3,3,3,4,3.142857143,2,4,5,3,3,2,3.166666667,35,Male
173.170.68.131,My mom said something that hurt me about my body. She called my thighs big and this hurt me. This was about four years ago and we have both grown from the experience. ,"October, 2019",Yes,5,2,1,6,3,5,1,1,2,1,1,1.2,2,2,3,1,1,1,2,1.714285714,7,6,7,7,6,5,6.333333333,20,Female
162.231.57.35,A person put a gun to my head and gave me 3 seconds to live. He started counting down from 3 and I had to run on out of there.  I forgave him in my mind cause I never saw the guy again. But it took me years to get over the anger and just forgive him.  ,41821,Yes,7,2,1,7,4,4,1,1,1,1,1,1,4,4,5,4,4,4,4,4.142857143,7,4,4,4,7,7,5.5,39,Male
73.94.85.142,"I was in a car accident with a good friend. They were driving and I was a passenger. They were driving someone erratically like a jackass, and we wound up in a minor car accident. This flared up a back injury and resulted in having one leg paralyzed for a few months. I eventually healed up and got the use of my leg back, and my friend apologized and was forgiven. ",44501,Yes,6,3,6,5,4,1,1,1,1,1,1,1,1,1,4,2,1,4,1,2,6,5,5,5,5,5,5.166666667,35,Male
69.109.230.231,"I was in a relationship a few years ago at the end of which, I was dumped.  He was really not nice about it but had no reason to act that way.  After the fact I wound up forgiving him.",44136,Yes,5,2,1,6,3,3,1,1,1,1,1,1,3,6,4,1,1,6,1,3.142857143,6,5,6,5,6,3,5.166666667,41,Female
98.42.122.126,"My first girlfriend in college ended our relationship and it took quite the emotional toll on me. It was during my freshman year and I moved across the country for school. We met at a campus organization meeting and quickly got along. We started hanging out a lot until I grew the courage to ask her out. We began dating in November 2018. Things were going well, but Winter Break came along and we both went home for the holidays. Upon return, I noticed that she wasn't answering my texts nor was she responding to any of our friends'. She ghosted me, thus effectively ending our relationship without any real closure. I even walked past her on campus, but she looked at me as if she didn't know me. It took me awhile to get over her as she was my first girlfriend. However, time heals most wounds and I found the courage to forgive her despite never speaking to her again.",43466,Yes,5,3,1,6,2,6,2,2,3,2,2,2.2,4,5,5,3,5,6,4,4.571428571,5,6,5,4,5,4,4.833333333,23,Male
98.111.222.117,My neighbor had been tormenting me for three years. He harassed me and harassed my daughter. I eventually took him to court but the judge wanted us to work the problems out ourselves. He called and sort of apologized and provided a way for us to work things through. I was willing to forgive him.,44348,Yes,7,3,1,6,2,6,1,2,2,1,1,1.4,6,2,6,2,1,1,1,2.714285714,7,7,7,6,6,5,6.333333333,39,Male
104.138.136.46,"It was around 4 am and about a month after I broke up with my ex. He did not want to break up at all, but I knew it was for the best. He started texting me and saying all of these nasty things about myself and my personality. One thing in particular that really stuck was when he told me that I was the most boring person he had ever met. ",43952,Yes,6,1,1,6,2,4,1,1,1,1,1,1,5,5,4,4,4,5,4,4.428571429,5,3,3,3,5,3,3.666666667,19,Female
73.137.242.158,"I was asked a simple question by someone argumentative.  I answered the question and was accused of not knowing what I was talking about, that I was lying. The other person claimed to already know the answer to the question.  Don't ask me questions if you know the answer, then always say that I am always right. ","December, 2000",Yes,7,1,1,7,1,7,2,1,2,1,1,1.4,5,6,6,4,3,1,4,4.142857143,7,6,6,5,7,5,6,58,Female
68.7.224.109,"My friend who was also my boss, did not stand up for me at work when pressured by upper management and I ended up leaving that job. I felt that she could have done more to help the situation but since she didn't I was very hurt by that. Also, I felt that she could have talked to me about it either before, during, or after, but she did none of that. I realize that it was her own insecurity and lack of emotional intelligence that caused her behavior so I can forgive her, but I also can't really call her a friend anymore.",44652,Yes,5,3,2,7,4,3,1,1,2,1,1,1.2,6,3,6,5,4,6,5,5,5,1,3,1,4,4,3,58,Female
